0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
0,0,0,0,NonOvulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
10,10,10,10,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating
20,20,20,20,Ovulating